# Generated from Yale Bright Star Catalog / NASA HEASARC BSC5. Columns: hr,ra_hours,dec_deg,visual_magnitude
8334,21.757472222,61.120833333,4.29
8417,22.063166667,64.627777778,4.29
8454,22.166444444,33.178333333,4.29
8576,22.525083333,-32.346111111,4.29
8965,23.635611111,43.268055556,4.29
1145,3.753472222,24.467222222,4.30
3454,8.720416667,3.398611111,4.30
4471,11.615805556,-0.823888889,4.30
7139,18.908388889,36.898888889,4.30
7740,20.223305556,56.567777778,4.30
280,0.976777778,-29.357500000,4.31
3773,9.528666667,22.968055556,4.31
4775,12.534500000,-16.196111111,4.31
5733,15.408166667,37.377222222,4.31
1496,4.674027778,-19.671666667,4.32
2854,7.469388889,8.925555556,4.32
3484,8.772916667,-13.547777778,4.32
4537,11.828083333,-63.788333333,4.32
5339,14.448583333,-83.667777778,4.32
5528,14.860666667,-43.575555556,4.32
5903,15.734305556,77.794444444,4.32
5997,16.123416667,-20.868611111,4.32
7884,20.638972222,-1.105277778,4.32
343,1.185055556,55.149722222,4.33
596,2.034111111,2.763611111,4.33
2387,6.530916667,-23.418333333,4.33
3457,8.676944444,-59.761111111,4.33
4599,12.050416667,-63.312777778,4.33
4888,12.885250000,-48.943333333,4.33
5358,14.338750000,-56.386666667,4.33
5797,15.634222222,-42.567500000,4.33
6446,17.347138889,-12.846944444,4.33
6872,18.331027778,36.064444444,4.33
3188,8.143222222,-2.983888889,4.34
3696,9.270055556,-57.541388889,4.34
5260,14.028722222,-45.603611111,4.34
5686,15.297194444,-30.148888889,4.34
6498,17.441916667,4.140277778,4.34
8305,21.749111111,-33.025833333,4.34
8313,21.741861111,17.350000000,4.34
898,2.971194444,-40.304444444,4.35
951,3.193833333,19.726666667,4.35
2015,5.746222222,-65.735555556,4.35
2219,6.256305556,29.498055556,4.35
2560,6.954583333,58.422500000,4.35
3223,8.132166667,-68.617222222,4.35
3340,8.344027778,-77.484444444,4.35
3836,9.613777778,-49.355277778,4.35
5396,14.436333333,-45.379444444,4.35
6745,18.143000000,-63.668333333,4.35
154,0.614694444,33.719444444,4.36
191,0.722555556,-57.463055556,4.36
1052,3.509583333,47.995277778,4.36
1256,4.078250000,22.081944444,4.36
1544,4.843527778,8.900277778,4.36
1705,5.220527778,-12.941388889,4.36
2106,5.958944444,-35.283333333,4.36
3492,8.807222222,5.837777778,4.36
4737,12.448972222,28.268333333,4.36
5285,14.100777778,-41.179722222,4.36
6787,18.145972222,20.814444444,4.36
6789,17.536916667,86.586388889,4.36
6855,18.387111111,-61.493888889,4.36
7056,18.746222222,37.605000000,4.36
7069,18.783694444,18.181388889,4.36
7314,19.272805556,38.133611111,4.36
7447,19.612027778,-1.286388889,4.36
8572,22.492166667,47.706944444,4.36
126,0.525750000,-62.958055556,4.37
163,0.642583333,29.311666667,4.37
649,2.216666667,8.846666667,4.37
2256,6.275861111,-35.140555556,4.37
2596,6.935611111,-17.054166667,4.37
3980,10.131750000,9.997500000,4.37
7479,19.668277778,18.013888889,4.37
7488,19.684138889,17.476111111,4.37
7623,19.995611111,-35.276388889,4.37
8937,23.549527778,-37.818333333,4.37
1845,5.536888889,18.594444444,4.38
4963,13.165833333,-5.538888889,4.38
6281,16.900138889,10.165277778,4.38
1560,4.881583333,-5.452777778,4.39
2435,6.582944444,-52.975555556,4.39
3145,8.037750000,2.334444444,4.39
4293,11.002583333,-42.225833333,4.39
6445,17.350055556,-21.112777778,4.39
7298,19.229305556,39.146111111,4.39
7750,20.148138889,77.711388889,4.39
8140,21.331111111,-53.449722222,4.39
8858,23.298388889,-9.182500000,4.39
8906,23.434111111,-20.641944444,4.39
2554,6.830916667,-53.622222222,4.40
2782,7.311777778,-24.954166667,4.40
3192,8.150444444,-19.245000000,4.40
5601,15.048333333,2.091388889,4.40
8368,21.965305556,-54.992500000,4.40
8905,23.423000000,23.404166667,4.40
555,1.894111111,-46.302500000,4.41
1876,5.580333333,9.489444444,4.41
2047,5.906361111,20.276111111,4.41
2697,7.185666667,30.245277778,4.41
3129,7.970666667,-49.245000000,4.41
4375,11.303055556,31.529166667,4.41
5526,14.838138889,-27.960277778,4.41
6526,17.512305556,26.110555556,4.41
6707,17.975055556,30.189444444,4.41
8819,23.131638889,75.387500000,4.41
8863,23.313722222,-32.531944444,4.41
9089,0.032666667,-6.014166667,4.41
271,0.953444444,23.417500000,4.42
1162,3.769027778,-12.101666667,4.42
2159,6.126194444,14.768333333,4.42
4300,11.038833333,20.179722222,4.42
5378,14.383944444,-39.512222222,4.42
5425,14.543583333,-50.456944444,4.42
6118,16.450388889,-18.456388889,4.42
7951,20.795611111,-5.027777778,4.42
8559,22.480583333,-0.020000000,4.42
224,0.811388889,7.585000000,4.43
1325,4.254527778,-7.652777778,4.43
2443,6.631500000,-18.237500000,4.43
5478,14.685805556,13.728333333,4.43
5868,15.774055556,7.353055556,4.43
7806,20.397694444,32.190000000,4.43
7928,20.724305556,15.074444444,4.43
8146,21.298638889,34.896944444,4.43
8538,22.392666667,52.229166667,4.43
48,0.244000000,-18.932777778,4.44
489,1.690527778,5.487500000,4.44
1355,4.274694444,-59.301944444,4.44
2298,6.396138889,4.592777778,4.44
3243,8.234138889,-40.348055556,4.44
3418,8.645944444,3.341388889,4.44
7107,18.949166667,-67.233611111,4.44
7405,19.478416667,24.665000000,4.44
1502,4.676027778,-41.863888889,4.45
1696,5.204972222,-11.869166667,4.45
2906,7.567555556,-22.296111111,4.45
3225,8.189305556,-39.618611111,4.45
3270,8.309250000,-36.659444444,4.45
3591,9.001500000,-41.253888889,4.45
4159,10.593138889,-57.557777778,4.45
4234,10.763000000,-80.540277778,4.45
6153,16.535611111,-21.466388889,4.45
6723,18.029222222,1.305277778,4.45
7352,19.259166667,73.355555556,4.45
7429,19.568166667,7.378888889,4.45
841,2.818166667,-32.405833333,4.46
1698,5.221527778,2.861111111,4.46
3731,9.410916667,26.182222222,4.46
4546,11.852416667,-45.173611111,4.46
5447,14.578000000,29.745000000,4.46
8411,22.101916667,-39.543333333,4.46
8632,22.675250000,44.276388889,4.46
8695,22.875444444,-32.875555556,4.46
818,2.751722222,-18.572500000,4.47
999,3.339000000,29.048333333,4.47
1155,3.825333333,65.526111111,4.47
1568,4.954777778,53.752222222,4.47
1601,4.975805556,1.714166667,4.47
2506,6.797666667,2.412222222,4.47
4368,11.277694444,-3.651666667,4.47
4618,12.134777778,-50.661388889,4.47
6115,16.453083333,-47.555000000,4.47
8789,23.111361111,-23.743055556,4.47
2199,6.199000000,14.208888889,4.48
2238,6.327055556,59.010833333,4.48
2361,6.469472222,-32.580000000,4.48
3619,9.147861111,51.604722222,4.48
3643,9.085777778,-72.602777778,4.48
3974,10.123833333,35.244722222,4.48
4343,11.194305556,-22.825833333,4.48
7469,19.607361111,50.221111111,4.48
8540,22.455555556,-64.966388889,4.48
1394,4.439111111,15.618333333,4.49
2478,6.733138889,13.227777778,4.49
2740,7.209333333,-46.759444444,4.49
3084,7.877416667,-38.863055556,4.49
3498,8.778472222,-56.769722222,4.49
3981,10.132305556,-0.371666667,4.49
5570,14.953055556,-4.346388889,4.49
8123,21.241361111,10.006944444,4.49
8485,22.231305556,39.715000000,4.49
8988,23.712027778,-14.545000000,4.49
2385,6.548388889,7.333055556,4.50
2948,7.647027778,-26.801666667,4.50
3034,7.801444444,-25.937222222,4.50
3799,9.580416667,52.051388889,4.50
4074,10.348555556,-56.043055556,4.50
4259,10.926888889,24.749722222,4.50
5185,13.787694444,17.456666667,4.50
6104,16.401722222,-20.037500000,4.50
8080,21.118805556,-25.005833333,4.50
8431,22.139722222,-32.988611111,4.50
8984,23.700777778,1.780000000,4.50
9076,23.998611111,-65.577222222,4.50
352,1.194333333,30.089722222,4.51
824,2.798472222,29.247222222,4.51
1264,4.014944444,-62.159444444,4.51
1453,4.558500000,-29.766666667,4.51
2042,5.830472222,-56.166666667,4.51
3765,9.487416667,-35.951388889,4.51
5704,15.389638889,-59.320833333,4.51
7685,20.046972222,67.873611111,4.51
7920,20.733972222,-51.921111111,4.51
7955,20.755861111,57.579722222,4.51
8093,21.159916667,-11.371666667,4.51
8213,21.478722222,-21.807222222,4.51
8579,22.508138889,43.123333333,4.51
68,0.305472222,36.785277778,4.52
707,2.484444444,67.402500000,4.52
1995,5.819583333,39.181111111,4.52
3856,9.655833333,-61.328055556,4.52
5359,14.318500000,-13.371111111,4.52
5842,15.692527778,19.670277778,4.52
6485,17.394722222,37.145833333,4.52
7604,19.949111111,-27.170000000,4.52
7744,20.262805556,27.814166667,4.52
8795,23.116750000,9.409444444,4.52
8830,23.209166667,49.406388889,4.52
226,0.830222222,41.078888889,4.53
843,2.858555556,35.059722222,4.53
2113,6.000944444,-3.074166667,4.53
2937,7.622805556,-34.968611111,4.53
4527,11.799750000,20.218888889,4.53
5035,13.377194444,-60.988333333,4.53
5041,13.400138889,-64.535833333,4.53
6783,18.187166667,-45.954444444,4.53
7963,20.790138889,36.490833333,4.53
8773,23.064611111,3.820000000,4.53
127,0.526000000,-62.965833333,4.54
193,0.745416667,48.284444444,4.54
575,2.032611111,70.906944444,4.54
1040,3.498583333,58.878611111,4.54
1726,5.302972222,33.371666667,4.54
2414,6.584277778,-22.964722222,4.54
2864,7.496611111,12.006666667,4.54
5329,14.224722222,51.790277778,4.54
5616,15.074083333,26.947500000,4.54
5652,15.203694444,-19.791666667,4.54
5712,15.385944444,-36.858611111,4.54
5781,15.598111111,-44.958611111,4.54
6493,17.443861111,-5.086666667,4.54
6616,17.792666667,-27.830833333,4.54
9045,23.906388889,57.499444444,4.54
1652,5.073444444,-35.483333333,4.55
2527,7.001111111,76.977500000,4.55
3800,9.570388889,36.397500000,4.55
5544,14.856472222,19.101111111,4.55
6081,16.343944444,-24.169444444,4.55
8089,21.110027778,47.648333333,4.55
8923,23.485916667,12.760555556,4.55
9098,0.062333333,-17.336111111,4.55
1247,3.979083333,-61.400277778,4.56
3612,9.108833333,38.452222222,4.56
3771,9.574694444,69.830277778,4.56
5210,13.863777778,-32.994444444,4.56
5395,14.435611111,-45.221388889,4.56
8317,21.698694444,71.311388889,4.56
1934,5.653083333,4.121388889,4.57
3787,9.533027778,-1.185000000,4.57
4063,10.326888889,-55.029444444,4.57
4200,10.725583333,-60.566666667,4.57
6117,16.423611111,14.033333333,4.57
6766,18.134722222,-28.457222222,4.57
8225,21.499138889,23.638888889,4.57
8523,22.350444444,46.536666667,4.57
8541,22.408611111,49.476388889,4.57
9016,23.815444444,-28.130277778,4.57
1106,3.618250000,-40.274722222,4.58
2034,5.888777778,27.612222222,4.58
3628,9.134138889,-25.858333333,4.58
3912,9.861333333,-46.547777778,4.58
6636,17.698972222,72.148888889,4.58
7592,19.891027778,24.079722222,4.58
7650,20.044305556,-27.709722222,4.58
180,0.688777778,-46.085000000,4.59
1143,3.713916667,-37.313611111,4.59
1811,5.447277778,3.095555556,4.59
1892,5.589777778,-4.838333333,4.59
2993,7.725666667,-28.411111111,4.59
3894,9.868444444,54.064444444,4.59
5904,15.893527778,-25.327222222,4.59
6028,16.205055556,-27.926388889,4.59
6537,17.594333333,-46.505555556,4.59
7133,18.912472222,22.645000000,4.59
7242,19.139138889,-40.496666667,4.59
7371,19.344472222,65.714722222,4.59
7995,20.868805556,27.096944444,4.59
8558,22.480472222,-0.020277778,4.59
2356,6.480277778,-7.032777778,4.60
3403,8.670222222,64.327777778,4.60
3759,9.485805556,-2.768888889,4.60
3970,10.085416667,-13.064722222,4.60
4273,10.945305556,-37.137777778,4.60
4352,11.210000000,-60.317500000,4.60
4975,13.204833333,-59.920833333,4.60
5502,14.754027778,16.964444444,4.60
5589,14.959722222,65.932500000,4.60
5724,15.422277778,-38.733611111,4.60
7440,19.611777778,-24.883611111,4.60
8880,23.343944444,23.740277778,4.60
3,0.088916667,-5.707500000,4.61
63,0.284861111,38.681666667,4.61
1324,4.304055556,50.295555556,4.61
3131,7.997777778,-18.399166667,4.61
4325,11.109000000,-62.424166667,4.61
7342,19.362111111,-15.955000000,4.61
7866,20.565055556,35.250833333,4.61
549,1.892583333,3.187500000,4.62
1855,5.532166667,-7.301388889,4.62
2949,7.647166667,-26.803611111,4.62
3459,8.727888889,-7.233611111,4.62
3684,9.262527778,-37.413333333,4.62
4460,11.579361111,-54.264166667,4.62
4897,12.910888889,-59.146666667,4.62
5777,15.569638889,-10.064444444,4.62
5914,15.877916667,42.451666667,4.62
6567,17.630750000,-8.118888889,4.62
6710,18.008055556,-3.690277778,4.62
7141,18.937000000,4.203611111,4.62
265,0.944388889,59.181111111,4.63
887,2.986861111,21.340277778,4.63
888,2.986861111,21.340277778,4.63
947,3.188166667,39.611666667,4.63
1148,3.839305556,71.332222222,4.63
2135,6.065333333,20.138333333,4.63
3089,7.884361111,-49.613055556,4.63
4310,11.083611111,7.336111111,4.63
4362,11.253388889,23.095555556,4.63
5889,15.826583333,26.068333333,4.63
5961,16.058861111,-57.775277778,4.63
6129,16.463361111,-8.371666667,4.63
8613,22.622888889,51.545277778,4.63
1620,5.051583333,21.590000000,4.64
2766,7.276388889,-27.881111111,4.64
2818,7.445222222,49.211388889,4.64
2922,7.589666667,-28.369444444,4.64
4817,12.664583333,-39.987500000,4.64
5825,15.686472222,-44.661111111,4.64
5885,15.849638889,-25.751388889,4.64
6712,18.004388889,4.368611111,4.64
6770,18.121777778,8.733888889,4.64
6916,18.522888889,-62.278333333,4.64
6951,18.558388889,-42.312500000,4.64
7653,20.018361111,27.753611111,4.64
360,1.229138889,24.583611111,4.65
1213,3.895166667,-24.612500000,4.65
1444,4.564138889,14.844444444,4.65
1570,4.914944444,10.150833333,4.65
2102,5.901694444,-63.090000000,4.65
2564,6.910750000,13.177777778,4.65
2881,7.511805556,-30.962222222,4.65
4848,12.772972222,-56.488888889,4.65
5172,13.777583333,-51.432777778,4.65
5226,13.857194444,64.723333333,4.65
5962,16.053583333,-49.229722222,4.65
6243,16.830555556,-10.783055556,4.65
6436,17.294527778,37.291666667,4.65
6842,18.300888889,-27.042500000,4.65
8780,23.069722222,50.052222222,4.65
351,1.190888889,21.034722222,4.66
801,2.724194444,27.707222222,4.66
1240,3.998750000,-24.016388889,4.66
2456,6.682972222,9.895555556,4.66
2745,7.237555556,-26.352500000,4.66
2787,7.305111111,-36.734166667,4.66
3449,8.721416667,21.468611111,4.66
4110,10.456777778,-57.638888889,4.66
4177,10.645861111,-59.183055556,4.66
4589,12.014555556,6.614166667,4.66
4813,12.654111111,-7.995555556,4.66
4831,12.709833333,-48.813055556,4.66
5154,13.678972222,54.681666667,4.66
7125,18.853361111,59.388333333,4.66
7387,19.441972222,0.338611111,4.66
8539,22.421277778,1.377500000,4.66
9064,23.962638889,25.141388889,4.66
531,1.826416667,-10.686388889,4.67
1044,3.489472222,49.508888889,4.67
2155,6.102583333,-14.935277778,4.67
3624,9.181972222,63.513611111,4.67
5820,15.662777778,-34.411944444,4.67
6713,18.000944444,16.750833333,4.67
8039,21.021527778,-32.257777778,4.67
8301,21.701583333,51.189722222,4.67
1638,5.076138889,15.404166667,4.68
2590,6.927055556,-20.136388889,4.68
3141,8.020361111,-1.392500000,4.68
3834,9.640916667,4.649166667,4.68
6020,16.339111111,-78.695833333,4.68
6884,18.394305556,-8.934166667,4.68
7462,19.539333333,69.661111111,4.68
7871,20.588472222,14.674166667,4.68
8260,21.618000000,-19.466111111,4.68
570,1.915583333,-67.647222222,4.69
612,2.074833333,-29.296944444,4.69
1396,4.443444444,14.713611111,4.69
1479,4.654583333,15.918055556,4.69
3574,8.938722222,-52.723611111,4.69
3733,9.386750000,-28.833888889,4.69
3749,9.455111111,-22.343888889,4.69
4842,12.760527778,-60.981111111,4.69
5095,13.532750000,-6.255833333,4.69
6742,18.083694444,-29.580000000,4.69
7478,19.656277778,30.153333333,4.69
8097,21.172361111,10.131666667,4.69
8264,21.629194444,-7.854166667,4.69
8387,22.056000000,-56.786111111,4.69
8402,22.055250000,-2.155277778,4.69
8649,22.726472222,-18.830277778,4.69
8817,23.165222222,-22.457500000,4.69
879,2.979361111,39.662777778,4.70
896,2.995250000,8.907500000,4.70
2944,7.638333333,-25.364722222,4.70
3950,10.003555556,8.044166667,4.70
4468,11.611361111,-9.802222222,4.70
4494,11.670222222,-34.744722222,4.70
5112,13.574250000,49.016111111,4.70
6930,18.486638889,-14.565833333,4.70
7597,19.930666667,-26.299444444,4.70
442,1.565527778,59.231944444,4.71
699,2.427055556,50.278611111,4.71
1306,4.248138889,40.483611111,4.71
1729,5.319027778,40.099166667,4.71
1762,5.340805556,-21.239444444,4.71
1834,5.495555556,-1.092222222,4.71
3046,7.805638889,-47.077777778,4.71
3642,9.093972222,-70.538888889,4.71
4166,10.645333333,31.976111111,4.71
4248,10.899638889,43.190000000,4.71
4940,13.104638889,-48.463611111,4.71
5241,13.960805556,-63.686666667,4.71
7595,19.904138889,8.461388889,4.71
8135,21.298972222,-32.172500000,4.71
8748,22.906888889,84.346111111,4.71
8939,23.554611111,-20.914444444,4.71
8949,23.584611111,-42.615000000,4.71
1083,3.489638889,-62.937500000,4.72
1674,5.091833333,-57.472777778,4.72
3211,8.187861111,-12.926944444,4.72
3718,9.358222222,-25.965555556,4.72
4530,11.803972222,-66.814722222,4.72
4603,12.072000000,-63.165555556,4.72
5605,15.085333333,-47.051111111,4.72
5980,16.108166667,-45.173333333,4.72
7020,18.704555556,-9.052500000,4.72
123,0.529555556,54.522222222,4.73
1070,3.510305556,-5.075277778,4.73
1190,3.809972222,-37.620555556,4.73
1765,5.362694444,-0.382500000,4.73
4514,11.746055556,-18.350833333,4.73
5017,13.292361111,40.572500000,4.73
5221,13.886805556,-31.927777778,4.73
6262,16.899916667,-42.362222222,4.73
6415,17.276861111,-0.445277778,4.73
7990,20.877555556,-8.983333333,4.73
8279,21.632000000,62.081944444,4.73
8288,21.710972222,-18.866388889,4.73
8309,21.735722222,28.742777778,4.73
399,1.432222222,68.130000000,4.74
1556,4.875555556,14.250555556,4.74
2011,5.850666667,37.305555556,4.74
4090,10.431916667,33.796111111,4.74
4138,10.505583333,-71.993055556,4.74
4299,11.030472222,-2.484722222,4.74
4697,12.345277778,17.792777778,4.74
5019,13.306750000,-18.311388889,4.74
5219,13.863194444,34.444166667,4.74
5838,15.699111111,-19.678888889,4.74
7426,19.529527778,34.453055556,4.74
8047,20.997111111,47.521111111,4.74
8702,22.791388889,83.153888889,4.74
8959,23.630833333,-45.492500000,4.74
546,1.892166667,19.293611111,4.75
740,2.534777778,-15.244722222,4.75
789,2.663333333,-42.891666667,4.75
850,2.850638889,-21.004166667,4.75
872,2.841250000,-75.066944444,4.75
3226,8.190527778,-42.987222222,4.75
4132,10.553861111,40.425555556,4.75
5297,14.165222222,-53.439166667,4.75
5350,14.269416667,51.367222222,4.75
5839,15.711388889,-34.710555556,4.75
7188,19.051916667,-42.095277778,4.75
8872,23.310416667,68.111666667,4.75
194,0.736500000,-10.609444444,4.76
383,1.324444444,27.264166667,4.76
918,3.092333333,56.705833333,4.76
1843,5.545472222,32.191944444,4.76
2762,7.243944444,-48.271666667,4.76
3220,8.150194444,-61.302500000,4.76
3576,9.042416667,67.629722222,4.76
5068,13.457555556,-15.973611111,4.76
5618,15.063166667,47.654444444,4.76
5899,15.854416667,20.977777778,4.76
5982,16.046638889,46.036666667,4.76
6018,16.149527778,36.490833333,4.76
6700,17.996555556,-23.816111111,4.76
7773,20.344388889,-12.759166667,4.76
7848,20.593000000,-60.581666667,4.76
8796,23.118555556,25.468333333,4.76
125,0.523611111,-48.803611111,4.77
248,0.883472222,-1.144166667,4.77
2503,6.788833333,8.037222222,4.77
3452,8.686972222,-47.316944444,4.77
3858,9.688055556,-23.591666667,4.77
4432,11.505250000,-3.003611111,4.77
5364,14.345138889,-45.187222222,4.77
5381,14.384944444,-27.753888889,4.77
5978,16.072805556,-11.373055556,4.77
6569,17.673222222,-49.415555556,4.77
6978,18.542916667,57.045555556,4.77
7306,19.270277778,21.390277778,4.77
7652,20.059305556,-37.940833333,4.77
1427,4.509361111,16.193888889,4.78
1551,4.877222222,36.703055556,4.78
1887,5.584083333,-6.001944444,4.78
2037,5.874000000,1.855000000,4.78
3237,8.224888889,-35.899722222,4.78
4380,11.318861111,38.185555556,4.78
4920,12.982055556,17.409444444,4.78
6070,16.304972222,-28.613888889,4.78
6417,17.366500000,-67.770555556,4.78
7739,20.254416667,25.591944444,4.78
7822,20.481000000,-17.813611111,4.78
8001,20.887444444,44.387222222,4.78
9084,0.026583333,-77.065833333,4.78
569,1.965472222,23.596111111,4.79
1212,3.904861111,-2.954722222,4.79
1611,4.998833333,-12.537500000,4.79
2427,6.655527778,42.488888889,4.79
2764,7.276888889,-23.315555556,4.79
3113,7.961138889,-30.334722222,4.79
3706,9.329555556,-11.975000000,4.79
3871,9.736694444,-27.769444444,4.79
4054,10.328916667,19.470833333,4.79
4902,12.905888889,-9.538888889,4.79
6141,16.503444444,-25.115000000,4.79
7012,18.757472222,-64.871388889,4.79
8468,22.163444444,72.341111111,4.79
8486,22.260250000,-41.346666667,4.79
8551,22.464305556,4.695555556,4.79
8641,22.695944444,29.307500000,4.79
45,0.243388889,20.206666667,4.80
179,0.701083333,50.512500000,4.80
984,3.263888889,-8.819722222,4.80
1129,3.767305556,63.345000000,4.80
1380,4.401611111,17.443888889,4.80
1937,5.648083333,-7.213055556,4.80
2209,6.314111111,69.319722222,4.80
3616,9.173111111,67.134722222,4.80
3709,9.341388889,-9.555833333,4.80
4716,12.400416667,51.562222222,4.80
4954,13.119638889,27.624722222,4.80
4993,13.254138889,-67.894444444,4.80
5015,13.293416667,5.469722222,4.80
6596,17.615861111,68.758055556,4.80
9066,23.973555556,51.388611111,4.80
105,0.465472222,-33.007222222,4.81
1617,5.023972222,-7.173888889,4.81
2212,6.171638889,-54.968611111,4.81
3728,9.349111111,-62.404722222,4.81
3809,9.584388889,39.621388889,4.81
4707,12.375083333,25.846111111,4.81
4789,12.580861111,22.629166667,4.81
5361,14.299944444,35.509444444,4.81
5409,14.470027778,-2.228055556,4.81
5490,14.723722222,26.527777778,4.81
5600,15.035138889,25.008055556,4.81
6519,17.523611111,-23.962777778,4.81
6631,17.836444444,-40.090555556,4.81
6896,18.422500000,-20.541666667,4.81
7763,20.296444444,38.033055556,4.81
8522,22.355361111,28.330555556,4.81
8582,22.550027778,-61.982222222,4.81
244,0.884472222,61.124166667,4.82
620,2.141472222,37.859166667,4.82
991,3.312166667,34.222777778,4.82
1676,5.161666667,15.597222222,4.82
2084,5.966583333,25.953888889,4.82
2450,6.654638889,-14.145833333,4.82
3159,8.005555556,-63.567500000,4.82
3294,8.375444444,-48.490277778,4.82
4163,10.625888889,-13.384444444,4.82
4196,10.703888889,-64.466388889,4.82
4205,10.735250000,-63.961111111,4.82
4732,12.442111111,-51.450833333,4.82
5127,13.624333333,36.295000000,4.82
5321,14.147472222,77.547500000,4.82
5606,15.085333333,-47.051111111,4.82
5651,15.213750000,-44.500555556,4.82
5901,15.853861111,35.657500000,4.82
6093,16.367888889,1.029166667,4.82
6254,16.820611111,45.983333333,4.82
6318,17.017666667,-4.222500000,4.82
6431,17.288750000,33.100000000,4.82
6945,18.433083333,65.563611111,4.82
7180,18.906638889,71.297222222,4.82
7891,20.642027778,21.201111111,4.82
8151,21.346000000,-40.809722222,4.82
8573,22.510777778,-10.678055556,4.82
8982,23.696055556,-17.816388889,4.82
253,0.916694444,58.972777778,4.83
417,1.460944444,45.406666667,4.83
545,1.892166667,19.295833333,4.83
574,1.952777778,-47.385000000,4.83
643,2.220361111,44.231666667,4.83
996,3.322694444,3.370277778,4.83
1743,5.291416667,-34.895277778,4.83
1744,5.229277778,-67.185277778,4.83
2571,6.892472222,-20.224166667,4.83
2702,7.147527778,-39.655833333,4.83
3282,8.356388889,-33.054444444,4.83
3662,9.269805556,54.021944444,4.83
4080,10.372111111,-41.650000000,4.83
4402,11.410166667,-10.859444444,4.83
5304,14.173305556,25.091666667,4.83
5477,14.685805556,13.728333333,4.83
5972,16.038250000,22.804444444,4.83
6223,16.681972222,64.589166667,4.83
6628,17.819583333,-31.703333333,4.83
7064,18.767916667,26.662222222,4.83
7116,18.902833333,-22.745000000,4.83
7149,18.951027778,-5.846111111,4.83
7618,19.982555556,-26.195555556,4.83
7730,20.221666667,46.815833333,4.83
434,1.503083333,6.143888889,4.84
604,2.065194444,42.330833333,4.84
781,2.659388889,-11.872222222,4.84
837,2.759055556,-67.616666667,4.84
985,3.333166667,65.652222222,4.84
1311,4.232333333,9.263611111,4.84
2961,7.657611111,-38.308333333,4.84
3173,8.140944444,51.506666667,4.84
4112,10.510444444,55.980555556,4.84
4126,10.584861111,75.713055556,4.84
4291,11.009333333,3.617500000,4.84
6159,16.543416667,11.488055556,4.84
7977,20.815638889,46.114166667,4.84
8060,21.073416667,-19.855000000,4.84
8413,22.094666667,5.058611111,4.84
565,1.944500000,-22.526944444,4.85
1350,4.359222222,46.498888889,4.85
2874,7.497611111,-23.024444444,4.85
4222,10.780888889,-64.383333333,4.85
4515,11.754750000,8.258333333,4.85
4933,13.059222222,-49.527222222,4.85
4979,13.200888889,-37.803055556,4.85
6103,16.368277778,30.891944444,4.85
6237,16.754944444,56.781944444,4.85
7292,19.259000000,-25.256666667,4.85
8644,22.725000000,-41.414444444,4.85
8655,22.760527778,-53.500277778,4.85
8797,23.110250000,59.419722222,4.85
8860,23.295750000,49.015277778,4.85
377,1.262805556,-68.876111111,4.86
754,2.597916667,5.593333333,4.86
1689,5.223805556,38.484444444,4.86
1946,5.688250000,16.533888889,4.86
2002,5.816944444,24.567500000,4.86
3414,8.588777778,-58.009166667,4.86
3467,8.707083333,-53.113888889,4.86
3990,10.148972222,-51.811111111,4.86
4729,12.441916667,-63.122500000,4.86
5370,14.329222222,16.306944444,4.86
5480,14.694111111,8.161666667,4.86
5666,15.294138889,-63.610555556,4.86
6675,17.946500000,-44.342222222,4.86
6866,18.347805556,3.377222222,4.86
7515,19.772694444,-19.761111111,4.86
9067,23.977888889,-3.556111111,4.86
660,2.284222222,34.224166667,4.87
932,3.198972222,74.393611111,4.87
1318,4.239916667,-10.256388889,4.87
2056,5.885250000,-33.801388889,4.87
2470,6.770583333,59.441666667,4.87
4374,11.303027778,31.529166667,4.87
5002,13.286944444,-66.783611111,4.87
6334,17.080388889,-34.122777778,4.87
6555,17.537777778,55.173055556,4.87
6595,17.723833333,-21.683333333,4.87
7029,18.738722222,-35.641944444,4.87
7134,18.974361111,-52.938611111,4.87
7152,18.978722222,-37.107500000,4.87
9008,23.784305556,58.651944444,4.87
390,1.372333333,45.528888889,4.88
994,3.306138889,-22.511388889,4.88
1533,4.831833333,37.488333333,4.88
1810,5.460583333,21.936944444,4.88
3003,7.768722222,18.510000000,4.88
3441,8.695361111,-15.943333333,4.88
3919,9.903416667,-25.932500000,4.88
4828,12.698083333,10.235555556,4.88
5941,15.969833333,-14.279444444,4.88
6554,17.536277778,55.184166667,4.88
6682,17.963250000,-41.716111111,4.88
7859,20.626472222,-61.530000000,4.88
8622,22.654361111,39.050277778,4.88
9071,23.983472222,55.755000000,4.88
33,0.187750000,-15.468055556,4.89
223,0.813916667,50.968333333,4.89
708,2.432500000,-12.290555556,4.89
972,3.248361111,21.044444444,4.89
2746,7.220388889,-45.183055556,4.89
3433,8.661805556,-29.561111111,4.89
3556,8.925416667,-27.681944444,4.89
4134,10.522722222,-53.715555556,4.89
4162,10.620472222,-27.412500000,4.89
5967,16.056722222,-38.602500000,4.89
6315,16.933805556,65.134722222,4.89
7517,19.737944444,37.354444444,4.89
7873,20.612111111,-2.550000000,4.89
7952,20.824722222,-46.226944444,4.89
412,1.427000000,-14.598888889,4.90
749,2.564083333,-28.232500000,4.90
2275,6.333222222,-2.944444444,4.90
2585,6.960305556,45.094166667,4.90
